,poste,Location,date publication,delai,genre,lien_publication,Entreprise
"
                                    Senior Tax Accountant | Casablanca (Maroc)                                ","
                                    Senior Tax Accountant | Casablanca (Maroc)                                ",18/04/2023,18/06/2023,CDI,https://www.rekrute.com/offre-emploi-senior-tax-accountant-recrutement-atlas-hospitality-morocco-ahm-casablanca-149500.html,
"
                                    Consultant Technique SNOW | Casablanca (Maroc)                                ","
                                    Consultant Technique SNOW | Casablanca (Maroc)                                ",18/04/2023,18/06/2023,Freelance,https://www.rekrute.com/offre-emploi-consultant-technique-snow-recrutement-ositel-group-casablanca-149499.html,
"
                                    Zweisprachige Berater Germano/Französisch oder Germano/Anglophon (Beherrschung von zwei Sprachen erforderlich) | Casablanca (Maroc)                                ","
                                    Zweisprachige Berater Germano/Französisch oder Germano/Anglophon (Beherrschung von zwei Sprachen erforderlich) | Casablanca (Maroc)                                ",18/04/2023,18/06/2023,CDI,https://www.rekrute.com/offre-emploi-zweisprachige-berater-germanofranzosisch-oder-germanoanglophon-beherrschung-von-zwei-sprachen-erforderlich-recrutement-tersea-casablanca-149498.html,
"
                                    Superviseur études | Skhirat (Maroc)                                ","
                                    Superviseur études | Skhirat (Maroc)                                ",18/04/2023,18/06/2023,CDI,https://www.rekrute.com/offre-emploi-superviseur-etudes-recrutement-groupe-labelvie---carrefour-skhirat-149483.html,
"
                                    Maintenance Supervisor | kénitra (Maroc)                                ","
                                    Maintenance Supervisor | kénitra (Maroc)                                ",18/04/2023,18/06/2023,CDI,https://www.rekrute.com/offre-emploi-maintenance-supervisor-recrutement-yazaki-morocco-kenitra-149497.html,
"
                                    Chargé de Sécurité SI | Rabat (Maroc)                                ","
                                    Chargé de Sécurité SI | Rabat (Maroc)                                ",18/04/2023,18/06/2023,CDI,https://www.rekrute.com/offre-emploi-charge-de-securite-si-recrutement-cdg-rabat-149495.html,
"
                                    Unifitel : Métier Recouvrement amiable | Casablanca (Maroc)                                ","
                                    Unifitel : Métier Recouvrement amiable | Casablanca (Maroc)                                ",18/04/2023,18/06/2023,CDI,https://www.rekrute.com/offre-emploi-unifitel-metier-recouvrement-amiable-recrutement-unifitel-casablanca-149491.html,
"
                                    Conseillers Commerciaux en Crédit | Casablanca (Maroc)                                ","
                                    Conseillers Commerciaux en Crédit | Casablanca (Maroc)                                ",18/04/2023,18/06/2023,CDI,https://www.rekrute.com/offre-emploi-conseillers-commerciaux-en-credit-recrutement-unifitel-casablanca-149490.html,
"
                                    Conseillers Expérimentés : Métiers de Conseil et Relation Client avec Rebond | Casablanca (Maroc)                                ","
                                    Conseillers Expérimentés : Métiers de Conseil et Relation Client avec Rebond | Casablanca (Maroc)                                ",18/04/2023,18/06/2023,CDI,https://www.rekrute.com/offre-emploi-conseillers-experimentes-metiers-de-conseil-et-relation-client-avec-rebond-recrutement-unifitel-casablanca-149487.html,
"
                                    NOUS RECRUTONS POUR UNE ACTIVITÉ FACILE !!TENTEZ VOTRE CHANCE ET POSTULEZ | casablanca (Maroc)                                ","
                                    NOUS RECRUTONS POUR UNE ACTIVITÉ FACILE !!TENTEZ VOTRE CHANCE ET POSTULEZ | casablanca (Maroc)                                ",18/04/2023,18/06/2023,CDI,https://www.rekrute.com/offre-emploi-nous-recrutons-pour-une-activite-facile-tentez-votre-chance-et-postulez-recrutement-expert-call-center-casablanca-149485.html,
"
                                    Chef de service Export - Secteur agroalimentaire | casablanca (Maroc)                                ","
                                    Chef de service Export - Secteur agroalimentaire | casablanca (Maroc)                                ",18/04/2023,18/06/2023,CDI,https://www.rekrute.com/offre-emploi-chef-de-service-export---secteur-agroalimentaire-recrutement-xpertize-africa-casablanca-149505.html,
"
                                    Ingénieur DevOps (F/H) | Casablanca (Maroc)                                ","
                                    Ingénieur DevOps (F/H) | Casablanca (Maroc)                                ",18/04/2023,18/06/2023,CDI,https://www.rekrute.com/offre-emploi-ingenieur-devops-fh-recrutement-atos-casablanca-149482.html,
"
                                    IT deployment Analyst Stage | Rabat (Maroc)                                ","
                                    IT deployment Analyst Stage | Rabat (Maroc)                                ",18/04/2023,18/06/2023,Stage,https://www.rekrute.com/offre-emploi-it-deployment-analyst-stage-recrutement-axa-group-operations-maroc-rabat-149486.html,
"
                                    Contrôleur de Gestion (H/F) | Casablanca (Maroc)                                ","
                                    Contrôleur de Gestion (H/F) | Casablanca (Maroc)                                ",18/04/2023,18/06/2023,CDI,https://www.rekrute.com/offre-emploi-controleur-de-gestion-hf-recrutement-confidentiel-casablanca-149517.html,
"
                                    Chargé de développement mécatronique | casablanca (Maroc)                                ","
                                    Chargé de développement mécatronique | casablanca (Maroc)                                ",17/04/2023,17/06/2023,CDI,https://www.rekrute.com/offre-emploi-charge-de-developpement-mecatronique-recrutement-capgemini-engineering-casablanca-149479.html,
"
                                    Consultant Technico-Fonctionnel Oracle EBS | Rabat(Technopolis)/Casablanca (Casanearshore) (Maroc)                                ","
                                    Consultant Technico-Fonctionnel Oracle EBS | Rabat(Technopolis)/Casablanca (Casanearshore) (Maroc)                                ",17/04/2023,17/06/2023,CDI,https://www.rekrute.com/offre-emploi-consultant-technico-fonctionnel-oracle-ebs-recrutement-dxc-technology-maroc-rabattechnopoliscasablanca-casanearshore-149477.html,
"
                                    Technicien Déploiement Poste de Travail | Rabat Technopolis (Maroc)                                ","
                                    Technicien Déploiement Poste de Travail | Rabat Technopolis (Maroc)                                ",17/04/2023,17/06/2023,CDI,https://www.rekrute.com/offre-emploi-technicien-deploiement-poste-de-travail-recrutement-orange-business-rabat-technopolis-149474.html,
